,avg_ROA,ROA_volatility,avg_ROE,ROE_volatility,avg_OperatingMargin,OperatingMargin_volatility,avg_AssetTurnover,AssetTurnover_volatility,avg_CurrentRatio,CurrentRatio_volatility,avg_Leverage,Leverage_volatility,avg_DebtToEquity,DebtToEquity_volatility,avg_log_Revenue,log_Revenue_volatility,avg_log_Assets,log_Assets_volatility,avg_log_NetIncome,log_NetIncome_volatility,avg_log_OperatingIncome,log_OperatingIncome_volatility,avg_log_Liabilities,log_Liabilities_volatility,avg_log_StockholdersEquity,log_StockholdersEquity_volatility,avg_log_CurrentAssets,log_CurrentAssets_volatility,avg_log_CurrentLiabilities,log_CurrentLiabilities_volatility,avg_log_LongTermDebt,log_LongTermDebt_volatility,avg_log_CapEx,log_CapEx_volatility,Revenue_growth,Assets_growth,NetIncome_growth,capex_intensity,Revenue_growth_imputed,Assets_growth_imputed,NetIncome_growth_imputed,capex_intensity_imputed,has_rnd,has_goodwill,has_longtermdebt,core_completeness,reporting_consistency
AEE,0.007411897822220105,0.008087873156546733,0.02387808953876949,0.027044649925644235,0.1820337743227415,0.07896756330306164,0.1155612401673079,0.04599299990559458,0.9918203873087751,0.3850156257608986,1.0000006300512387,3.780307433494853e-06,0.9054438223705207,0.33053487290965994,21.655087259117668,0.38558778928315934,23.885890315832818,0.06495383499685607,14.322148539484354,12.775563003305265,17.84185963076541,8.983186731485414,23.88589094587691,0.06495378479608424,22.688038599125548,0.06910320454122276,21.463590184413242,0.26893410610324786,21.546003583894834,0.21845685637717352,22.37344735727354,0.9457973764686769,20.49103376662248,0.6028605697894592,0.019903502499458714,0.003973579561340479,0.026791546813759615,0.3346229555402561,0,0,0,0,0,1,1,0.9722222222222222,0.9722222222222222
AEP,0.016621345775974055,0.009774025939943322,0.059591162836209785,0.03450406187315626,0.19168806493614543,0.05662446588157821,0.11544228351850269,0.04521530101162564,0.653845034049702,0.13875537902987303,1.0000131272540105,5.5660540511034164e-05,1.1467986572968465,0.056128144319278525,22.549877318845393,0.38501651989159036,24.77933093827331,0.0989070250398368,20.40859630187345,0.6304881381761996,19.775148596136816,6.846282459120607,24.7793440639354,0.09890697335176188,23.512960283110107,0.1112111011954477,22.229310049499436,0.11777052909898603,22.67525044615811,0.14985469376025878,23.654521085172938,0.09340438008648164,15.33613354638717,4.575386326872301,0.03331441440040872,0.009379419421624124,0.1290249820090521,0.004910019376269508,0,0,0,0,0,1,1,0.8402777777777778,0.8402777777777778
AES,0.0013983621375551298,0.012897624676418109,0.004063701867051061,0.1448109516558638,0.1495297892328643,0.03892922357694295,0.1802762187446173,0.11175574362049412,1.1595817992716095,0.14642043760042797,1.0000460835639757,0.0002890190664463291,0.6954293478880094,0.1600887590663014,22.498679748859956,0.5976533303357059,24.380998241571472,0.09137557256416176,8.411599389712809,17.33207154734382,20.459082666919834,0.6313802741222554,24.381044283515717,0.09137525988792826,22.168322006422347,0.31472455744086103,22.757520469682774,0.19862210361154586,22.616834825129104,0.20028574325742304,22.661455238630246,0.2412212006418019,20.87685560527992,0.5634101276193625,-0.0016486319963433527,-0.007201660176606728,0.04138101011321349,0.22929343173222155,0,0,0,0,0,1,0,0.65,0.65
AET,0.020860563606784833,0.010420678792326495,0.07629125868261187,0.03841812510135254,0.16539762029654834,0.03892922357694295,0.4372004645794015,0.19518169057794615,0.8918249731893985,0.23219123190224575,1.0000204637760293,8.611905499789604e-05,0.564464562868194,0.20455740908138825,23.7055202899174,0.4638543206467343,24.619974680719256,0.19654750729263346,19.555052402475884,6.850733834681585,21.600913859120574,0.6313802741222554,24.619995140684583,0.19653700422968767,23.318012453476538,0.21831796787029997,23.14840879463081,0.4747064254281648,23.288562458781385,0.32824771169390105,22.70650478609595,0.46086269693997334,19.02052295552386,0.6164833666427827,0.0382893212054245,0.01129842957998517,0.041068104132113925,0.009716755355011774,0,0,0,0,0,1,1,0.75,0.75
AFL,0.01208506641302141,0.007421050611647339,0.08890270619429709,0.053035331982217056,0.23461030099320565,0.027004058008108654,0.07803640391981774,0.03267420791944847,1.2295587494810203,0.2819764488602542,1.0003545601930144,0.0018279303560932898,0.5865797020366066,0.1600887590663014,22.89457615579134,0.3968488104845935,25.534268245165713,0.12129439064231864,20.944210123525256,0.5868572842141769,21.454094337415818,0.4930623372687549,25.534621131428256,0.12138247808738037,23.527455858460286,0.27847576059542156,24.014306125887995,0.18755884169870457,23.635411345195166,0.23317641257428284,23.612631207395147,0.2412212006418019,20.40216976708198,0.6746381141014299,0.03171201107274846,0.014808428364779802,0.044508945775401765,0.05548630644136347,0,0,0,1,0,0,0,0.9861111111111112,0.9861111111111112
AGN,0.04589128600268626,0.042590741409905396,0.07297518889117255,0.0702894029705888,0.22825578846094982,0.10724211263560095,0.3278610565386041,0.1733595407604833,3.8230193479034953,0.742835838247989,1.0,0.0,0.7238824465479013,0.1600887590663014,21.7045645945726,0.5553036522291217,22.94413416927053,0.13978421177891467,17.42963806818441,8.972849743727304,18.26864383640001,8.985033836802794,22.94413416927053,0.13978421177891467,22.45036632249568,0.1468209608707303,22.218335521002036,0.2008452680388574,20.900049344195626,0.24275240251328584,21.6275731790858,0.2412212006418019,17.979034823706737,0.8308977492117934,0.10142496612372676,0.02596741085913723,0.12310559993232628,0.025770658176312133,0,0,0,0,1,1,0,1.0,1.0
AIG,0.0026447569322405307,0.004947594435974907,0.013764655804697568,0.03345947250225723,0.16539762029654834,0.03892922357694295,0.048813450986131116,0.023423477932010592,1.2295587494810203,0.2819764488602542,1.0,0.0,0.4509831565510156,0.1164846222248176,23.913018827990555,0.43916000734603466,27.03993249398688,0.15432714177795073,10.870630209686972,18.627119944549587,21.600913859120574,0.6313802741222554,27.03993249398688,0.15432714177795073,25.18315562128462,0.19148472657213125,24.014306125887995,0.18755884169870457,23.635411345195166,0.23317641257428284,24.275215071542263,0.22393236974161232,20.40216976708198,0.6746381141014299,0.01817245254237454,-0.016415994462944394,0.0,0.05548630644136347,0,0,1,1,0,1,1,0.7430555555555556,0.7430555555555556
AIV,0.018827336109679765,0.025411648155625,0.0757186694029594,0.096748526333105,0.21114756309869137,0.05492934067685223,0.06739764970890244,0.027214907888001547,1.7296216272456733,0.2819764488602542,1.0,0.0,2.7556764538984835,0.6687505779087314,19.79909677024566,0.380119987644448,22.584575808429175,0.06465382078493168,10.283873498023082,14.996189272063935,18.195796387599554,0.4641907150931425,22.584575808429175,0.06465382078493168,20.960940032333195,0.2814270743454733,21.77426562395552,0.18755884169870457,21.19065852145901,0.23317641257428284,22.116035177308245,0.03992583030000731,18.542090273250846,0.6746381141014299,0.018530346781855167,-0.006266835835512796,0.0,0.0489027920340287,0,0,1,1,0,1,1,0.9791666666666666,0.9791666666666666
AIZ,0.0065902580964263355,0.0034146755955234954,0.04059398909413603,0.024546063084034675,0.1495297892328643,0.03892922357694295,0.12245570690914831,0.056565842629180275,1.2977536199387363,0.2819764488602542,1.0002371704625197,0.001402957732162043,0.350548799551616,0.06726478424693287,21.92963468676294,0.42819349951602914,24.125565186526828,0.12203428510239049,18.917314115733966,0.6698520110207441,20.459082666919834,0.6313802741222554,24.1258013775498,0.12180241948440315,22.28497287096052,0.08446397971210559,22.78227430201019,0.18755884169870457,22.356462017637437,0.23317641257428284,20.928594987767063,0.7901633801992934,17.32753247363537,0.7239147111475498,0.02832031745161334,0.012896971497770915,0.005923403835793151,0.011115988775524556,0,0,0,0,0,1,1,0.75,0.75
AKAM,0.03202412210524548,0.01524703664080178,0.040236324413501987,0.018509237442045072,0.26380663667629817,0.059038258720515685,0.21690299326626017,0.085549618948044,3.92263047416928,1.2733787131484453,1.0,0.0,0.4870513412955619,0.1600887590663014,20.28527890307419,0.5015724706859667,21.957712352034708,0.30212903290139254,18.388514923261873,0.49042041447841783,18.93141537162768,0.5733889569688206,21.957712352034708,0.30212903290139254,21.722207766854805,0.17740617497742134,20.842580649760954,0.33425930873257376,19.528976405270626,0.6114983687174248,20.543196497043088,0.2412212006418019,18.465538376339907,0.6299466332684764,0.03253724172945849,0.02706428317724585,0.048798951605680374,0.16704519482078675,0,0,0,0,1,1,0,0.9722222222222222,0.9722222222222222
AKS,-0.01915318990261996,0.048320743997305786,0.1982510501184984,0.6518037957729987,0.0509173776647534,0.018972663140022626,0.7120920698014988,0.36038952740807767,1.6904418151151257,0.26317878079757806,1.0,0.0,-4.0376521731465935,3.4158204127554987,21.746342121987386,0.466236806456671,22.15980794298061,0.08094030084532843,-3.458490479788596,17.688083980611406,12.84678892168655,12.760729222697993,22.15980794298061,0.08094030084532843,-6.558121886686859,18.845449002147795,21.250991346342467,0.1626192315496832,20.738780269968117,0.12530479268261638,21.097047520650683,0.3557989422932171,17.863863402515786,0.7069668379167314,-0.039884792682774894,0.0012898404129086938,0.12287880321389277,0.028710096524748832,0,0,0,0,1,1,1,0.8125,0.8125
ALL,0.009355249249223305,0.007171428638858591,0.05030691492568091,0.036370812536125056,0.16539762029654834,0.03892922357694295,0.13030622507540054,0.05687567160128558,1.2295587494810203,0.2819764488602542,1.0000206369563005,8.274892059594017e-05,0.28478380209164195,0.029470505650615778,23.35154248181788,0.39648999027971826,25.487231925928363,0.07842931653571492,19.41589793590359,6.805932949906074,21.600913859120574,0.6313802741222554,25.487252559346896,0.07845109497754525,23.755420614639984,0.07468438428047604,24.014306125887995,0.18755884169870457,23.635411345195166,0.23317641257428284,22.494018806249603,0.08819667888642482,18.63959018311168,0.6744050962959232,0.037046795860514736,-0.004841251412304737,0.08652533818027375,0.009495587849439923,0,0,0,0,0,1,1,0.7430555555555556,0.7430555555555556
ALTR,-0.04027540317868587,0.13820206488119452,-0.15530036128613012,0.6700845542079329,0.015432998414483931,0.08743057010005817,0.6126540516173085,0.2801268549879391,0.9706232599412586,0.39290461213879085,1.0,0.0,0.05477239156889938,0.07264344320784223,18.822931229321018,0.552354425131885,19.667122705111773,0.25271358438089697,5.668363843173558,15.453718958110638,6.067279055798928,15.415780975542532,19.667122705111773,0.25271358438089697,8.571317785295998,17.92676208887502,18.92103257713001,0.43593591576124874,19.02263580709132,0.18893772100301195,14.735632598331136,3.5562822447076954,15.197265773697087,0.6909224077114529,0.025174352512494558,0.11643335593233206,0.0015945167493456314,0.02512200656839534,0,0,0,0,1,1,1,0.8214285714285714,0.8214285714285714
AMAT,0.04276833372315334,0.0335141045469937,0.08257829311693421,0.0762166459860478,0.29387222100432714,0.09476327084279501,0.3976001554677211,0.17634885340120948,2.5772043896975916,0.31298505199475407,1.0,0.0,0.3745781634087636,0.23382862292724535,22.51981908606426,0.43753405809600815,23.336829459604115,0.18332448214722677,17.83177592937884,9.026753923234185,19.38087132745397,6.42981205428263,23.336829459604115,0.18332448214722677,22.76152561255102,0.09121988911561499,22.747859447343934,0.2910829916316,21.807582850584314,0.2340541029350605,21.436403373013718,1.0608581268667872,18.85867588678852,0.6686288673335049,0.08557194599571383,0.01637229514651306,0.09827325254443364,0.04212666277649147,0,0,0,0,1,1,1,0.8263888888888888,0.8263888888888888
AMD,-0.02690165143838016,0.07134054976078512,-0.11483200115965748,0.7805566318484704,0.02505300696931869,0.0281154044978256,0.6413866735292706,0.17687031446927653,1.8169768238251034,0.24425628453994966,1.0,0.0,0.4870513412955619,3.501314076657949,21.50573604772361,0.32326814510453894,22.120478281614908,0.16900244598880826,-5.132665024927645,18.10656007316059,1.9969287505765199,18.906624441725565,22.120478281614908,0.16900244598880826,14.525700806063362,14.165902782397655,21.76323086647879,0.14076653606973835,21.17420468496616,0.15257004171906302,21.212759581896723,0.2584030114592711,17.99439559206269,0.6388017213253709,0.5795977011494238,-0.002466134147011134,-0.023870456595840417,0.02260977251959794,0,0,0,0,1,1,1,0.7361111111111112,0.7361111111111112
AMGN,0.038763712574871864,0.017547214292784045,0.109592638370333,0.07890870183170881,0.38156477346245654,0.060648002710444064,0.16654629931710907,0.09052957070530777,4.454332363991135,1.0162367315774696,1.0,0.0,1.239987435616023,0.5167825544292982,22.90849928316175,0.5589791275623882,24.83426114903615,0.22260109267196038,20.384264234390187,6.948032200139782,21.93204382157322,0.5807766026272221,24.83426114903615,0.22260109267196038,23.86318590218932,0.2330692016936673,24.22279526279296,0.2625254185450353,22.75436096151146,0.29216300655565747,23.995446353193408,0.36468118246755354,19.630402563164076,0.6133027737202731,0.05544681817962904,0.014328834519869105,0.04691679478304667,0.038645901140679145,0,0,0,0,0,1,1,1.0,1.0
AMP,0.0050858373340352475,0.0027177455469977203,0.099120822167663,0.06344262247095687,0.16539762029654834,0.03892922357694295,0.042996991934238074,0.023839810267432808,1.2295587494810203,0.2819764488602542,1.0,0.0,0.25566774623737853,0.1600887590663014,22.37927500060747,0.5294603148864041,25.662785805556656,0.053443242360911775,20.25864192081825,0.5348653098237233,21.600913859120574,0.6313802741222554,25.662785805556656,0.053443242360911775,22.795533052876134,0.20721362076698913,24.014306125887995,0.18755884169870457,23.635411345195166,0.23317641257428284,21.710574056059574,0.2412212006418019,20.40216976708198,0.6746381141014299,0.050660372671248455,0.0032753489183794393,0.06644890248796664,0.05548630644136347,0,0,0,1,0,1,1,0.7152777777777778,0.7152777777777778
AMT,0.015419558258180692,0.006645609363028878,0.06750880311244688,0.03564510552968039,0.29893315035090695,0.07088671657849563,0.09935069894847603,0.05313205854795014,0.9574994263806472,0.4815993874127675,1.0000210333395025,0.00010633041637040912,2.9505509201291864,0.8524952409570853,21.776852495253436,0.5157963844803396,23.691944907399805,0.46764034866399246,19.428159980904297,0.6334815092228716,20.105811149659484,0.5177819571338755,23.691965935023667,0.46764754963800537,22.26152697385068,0.308475225446964,20.879228558275916,0.36921934930744144,21.023086156091264,0.6800876337687152,23.283392523267626,0.4836089632646703,20.51651348184317,0.14917426472966994,-0.01050864128183815,0.03892307995361821,0.06429567980667028,0.1500316680646722,0,0,0,0,0,1,1,0.8125,0.8125
AMZN,0.014686071121717702,0.015325941228726592,0.046508552194646766,0.04615196734763611,0.0340916664258898,0.015574163012705103,0.7464884830245364,0.4143555389418961,1.1445424370448503,0.16024605921133442,1.0000099497203658,5.969832219450874e-05,0.5695557165918314,0.22858141713530045,25.060950686515124,0.5715085257077158,24.481695644000794,0.7526372846716248,13.624962814383831,14.447366377146311,19.09262577102494,6.8192623664018575,24.481705591939644,0.752642913343628,23.229490095619163,0.5738874408448396,23.86749644945912,0.6190745567063002,23.741096701718742,0.7108178432488701,22.77229722661963,0.926736179602033,21.411660004051217,0.7879576044934393,0.027300531472889578,0.07721261713356453,0.07287827730309937,0.08971726971739105,0,0,0,0,0,1,1,0.7905405405405406,0.7905405405405406
AN,0.024359806765937575,0.013058916014337781,0.09471618137864266,0.05253098561600509,0.04068782449731713,0.002184963302275902,1.2111673896808501,0.6293763672816877,0.9585407751358261,0.11277686018139015,1.0000038945297387,1.7176320336227287e-05,0.6916556733880371,0.06066851652766261,22.83780984229658,0.5705716529331671,22.82314980531321,0.20483740048667692,18.92492204897906,0.5776434667906951,19.63452377255078,0.5669070030434231,22.823153699692334,0.20483864516401787,21.469613916042732,0.14078900061454946,22.04259275276224,0.23524971308506853,22.091966186944372,0.3429538816317605,21.07135123436735,0.06921759651451596,18.528469328485542,0.7529692937998151,0.06125527905471895,0.01960020546203789,0.0596667254816754,0.014199612503435375,0,0,0,0,0,1,1,0.9857142857142858,0.9857142857142858
ANF,-0.0027658718053943073,0.014914053863274717,-0.0035781311645666234,0.028169125728682205,-0.010712073527590791,0.03583347382112872,0.729892300523377,0.5268521955650721,2.236349565422957,0.24767190712495935,0.9999145598944239,0.0005054704812648236,0.21430073893653048,0.01185403183728037,21.059739044112234,0.664024402036499,21.677332992111047,0.11155357689016401,-1.8296037650237842,17.394407898355322,2.258150408337816,17.598114608985952,21.67724742400001,0.11142201344685444,21.121688521665977,0.2031722967991742,20.91197794344841,0.09618864051843155,20.113221694787505,0.13568470268072902,19.336635141902885,0.0009124230614556871,18.32043465362807,0.7399368576685402,-0.26521110111605106,-0.006212322578707852,-0.09338536713862111,0.04604228493532456,0,0,0,0,0,0,1,0.6597222222222223,0.6597222222222222
AON,0.011644714877632708,0.0033945318622752153,0.04399841025220286,0.010335117111625767,0.14147739778387092,0.038342470183774055,0.16110388367323103,0.06666594160650666,1.0966898869971304,0.04637537447048071,1.0,0.0,1.0083020891474264,0.43755225505203144,22.151125867197834,0.4053111217719471,24.0538398284328,0.08075061346077712,19.51880852204613,0.3705013412486373,19.203323638940258,6.06379033655581,24.0538398284328,0.08075061346077712,22.582888368910982,0.21952688362296294,23.43372916108639,0.07727073709454906,23.34228469049548,0.08417839062345943,22.41341803420599,0.1709632745135102,18.574679997400708,0.610701123462302,0.03690894434335901,0.004021980253987367,0.1671645416083145,0.02908485780594192,0,0,0,0,0,1,1,0.7986111111111112,0.7986111111111112
APA,0.023207157447001366,0.019187670346842545,0.058487034075419525,0.053035331982217056,0.15255135212926862,0.03892922357694295,0.2722327255497189,0.1306718184735648,1.534552553088502,0.2819764488602542,1.0,0.0,0.7346114785039337,0.1600887590663014,21.969420939143358,0.5043154279870659,23.406238803871968,0.16257303769444342,18.91309860455628,5.6006037458526015,19.881800526133908,0.6313802741222554,23.40659784486825,0.16257303769444342,22.39408748651045,0.19551266379970916,22.204655737692505,0.18755884169870457,21.73559967622542,0.23317641257428284,21.99403000772161,0.2412212006418019,19.017494624505844,0.6746381141014299,0.0,0.0,0.0,0.04254907549267265,1,1,1,1,0,1,0,0.0,0.0
APC,-0.01294271127612862,0.03785892035234614,-0.04916748997493322,0.12693944495648735,0.018012555722254055,0.42612326003459616,0.1363589861554595,0.0795728324486848,1.377637881454339,0.4152762002260747,1.0,0.0,0.6787208504129567,0.06579545096685509,22.47501890645432,0.5724054229077591,24.63246779369485,0.11867034614415299,-0.4402080604419618,20.924489208689636,4.8476922096834825,20.90926138609666,24.63246779369485,0.11867034614415299,23.476254361165743,0.325384857910441,22.604844985560785,0.28574277586792307,22.328648269588243,0.33832946354846377,23.34842058777522,0.0610565570026912,21.925481449464762,0.590871539373503,0.042298895186139385,-0.0066790114710956194,-0.004335087666849979,0.5947271471670046,0,0,0,0,0,1,1,0.9930555555555556,0.9930555555555556
APD,0.03148710363818718,0.020477899791077715,0.07095703980865196,0.042047669328443886,0.20975307308532684,0.03218479456600215,0.19852436300725307,0.11506266837112034,1.4602196744117868,0.5908261033927065,1.0000394627564193,0.00017978023061180511,0.7011326014183403,0.059442983088972605,21.87782516810254,0.5367842220831164,23.538204366016927,0.11848888888378645,18.894361832646876,6.631570113086943,20.22645384901041,0.38306534383284757,23.538243812281575,0.11850838886596064,22.707270616023163,0.21118323018995688,22.012268376803014,0.23122974372579627,21.702120556099516,0.20570861432998894,22.254440807746057,0.13762033297817175,20.391713079634936,0.556388230788465,-0.12638978754804897,0.010478558906478197,0.0009676660992097297,0.21752391273331226,0,0,0,0,1,1,1,0.8040540540540541,0.8040540540540541
APOL,0.03945809513958072,0.04335474812877905,0.09812474144833372,0.10967575777238962,0.19467858205352853,0.08582058493854693,0.6131766948469031,0.16571267231299244,1.4444093588279365,0.14383864773266922,1.000022897081221,0.00012115996532029943,0.4870513412955619,0.1600887590663014,21.35380758401138,0.2677308915328927,21.676455771567312,0.1763268331675841,11.978301634710576,14.01501849911882,12.596935051835663,14.160569527368224,21.6764786613118,0.17635047106529625,20.872136554502394,0.11963249230531309,21.17355470432859,0.24501924132719283,20.810665664586374,0.2886309944225427,20.543196497043088,0.2412212006418019,17.923238518375204,0.654166789249032,0.09273290808876622,-0.01573737579104373,-0.13245323669257714,0.04369326206005272,0,0,0,0,0,1,0,0.7946428571428572,0.7946428571428572
