,avg_ROA,ROA_volatility,avg_ROE,ROE_volatility,avg_OperatingMargin,OperatingMargin_volatility,avg_AssetTurnover,AssetTurnover_volatility,avg_CurrentRatio,CurrentRatio_volatility,avg_Leverage,Leverage_volatility,avg_DebtToEquity,DebtToEquity_volatility,Revenue_growth,Assets_growth,NetIncome_growth,log_assets,capex_intensity,Revenue_growth_imputed,Assets_growth_imputed,NetIncome_growth_imputed,capex_intensity_imputed,has_rnd,has_goodwill,has_longtermdebt,core_completeness,Revenue_start,NetIncome_start,Assets_start,OperatingIncome_start,CapEx_start,CurrentAssets_start,CurrentLiabilities_start,reporting_consistency
ALL,0.009355249249223305,0.007171428638858591,0.05030691492568091,0.036370812536125056,0.1655626142114699,0.04048814197737867,0.13030622507540054,0.05687567160128558,1.212616195549696,0.2843035676911552,1.0000206369563005,8.274892059594017e-05,0.28478380209164195,0.029470505650615778,0.03599941657621253,-0.004703255742682266,0.08402363564548576,25.490228126453495,0.009495587849439923,0,0,0,0,0,1,1,0.7430555555555556,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.7430555555555556
ALTR,-0.04027540317868587,0.13820206488119452,-0.15530036128613012,0.6700845542079329,0.015432998414483931,0.08743057010005817,0.6126540516173085,0.2801268549879391,0.9706232599412586,0.39290461213879085,1.0,0.0,0.05477239156889938,0.07264344320784223,0.02321556464118757,0.09900469025426584,0.0014717714007126403,19.694586218016504,0.02512200656839534,0,0,0,0,1,1,1,0.8214285714285714,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,0.8214285714285714
AMAT,0.04276833372315334,0.0335141045469937,0.08257829311693421,0.0762166459860478,0.29387222100432714,0.09476327084279501,0.3976001554677211,0.17634885340120948,2.5772043896975916,0.31298505199475407,1.0,0.0,0.3745781634087636,0.23382862292724535,0.07749910858911835,0.015913909775437052,0.09541721614485521,23.353707595393345,0.04212666277649147,0,0,0,0,1,1,1,0.8263888888888888,0.05555555555555555,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.8263888888888888
AMD,-0.02690165143838016,0.07134054976078512,-0.37725300261809214,1.9656239941712228,0.02505300696931869,0.0281154044978256,0.6413866735292706,0.17687031446927653,1.8169768238251034,0.24425628453994966,1.0,0.0,0.4870513412955619,3.501314076657949,0.25682047291943233,-0.002395757643569585,-0.023155550598705332,22.134298802630386,0.02260977251959794,0,0,0,0,1,1,1,0.7361111111111112,0.8055555555555556,0.08333333333333333,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.7361111111111112
AMGN,0.038763712574871864,0.017547214292784045,0.109592638370333,0.07890870183170881,0.38156477346245654,0.060648002710444064,0.16654629931710907,0.09052957070530777,4.454332363991135,1.0162367315774696,1.0,0.0,1.239987435616023,0.5167825544292982,0.05386588270004844,0.013928052457375717,0.04558429437875455,24.857392920290103,0.038645901140679145,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AMP,0.0050858373340352475,0.0027177455469977203,0.099120822167663,0.06344262247095687,0.1655626142114699,0.04048814197737867,0.042996991934238074,0.023839810267432808,1.212616195549696,0.2843035676911552,1.0,0.0,0.25566774623737853,0.1600887590663014,0.0492190712698124,0.00318422230635651,0.06423799442907407,25.664153133249755,0.05548630644136347,0,0,0,1,0,1,1,0.7152777777777778,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7152777777777778
AMT,0.015419558258180692,0.006645609363028878,0.06750880311244688,0.03564510552968039,0.29893315035090695,0.07088671657849563,0.09935069894847603,0.05313205854795014,1.0847098865897389,0.9342138731181595,1.0000210333395025,0.00010633041637040912,2.9505509201291864,0.8524952409570853,-0.009346489225858234,0.03782169356279019,0.062455058824486764,23.790956628951676,0.1500316680646722,0,0,0,0,0,1,1,0.8125,0.75,0.0,0.0,0.0,0.5277777777777778,0.0,0.0,0.8125
AMZN,0.014842006024083547,0.015606276764379357,0.0470909421461956,0.047549493910744735,0.03527928155638321,0.016662393560344126,0.7464884830245364,0.4143555389418961,1.1445424370448503,0.16024605921133442,1.0000099497203658,5.969832219450874e-05,0.5695557165918314,0.22858141713530045,0.024230700092279678,0.07498936951471769,0.07479231413476595,24.749981758732105,0.08971726971739105,0,0,0,0,0,1,1,0.7905405405405406,0.7567567567567568,0.0,0.0,0.0,0.0,0.0,0.0,0.7905405405405406
AN,0.024359806765937575,0.013058916014337781,0.09471618137864266,0.05253098561600509,0.04068782449731713,0.002184963302275902,1.2111673896808501,0.6293763672816877,0.9585407751358261,0.11277686018139015,1.0000038945297387,1.7176320336227287e-05,0.6916556733880371,0.06066851652766261,0.05945411758312802,0.01900065312025978,0.057913537355879896,22.842942291757034,0.014199612503435375,0,0,0,0,0,1,1,0.9857142857142858,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.9857142857142858
ANF,-0.0027658718053943073,0.014914053863274717,-0.0035781311645666234,0.028169125728682205,-0.010712073527590791,0.03583347382112872,0.729892300523377,0.5268521955650721,2.236349565422957,0.24767190712495935,0.9999145598944239,0.0005054704812648236,0.21430073893653048,0.01185403183728037,-0.20636293964762087,-0.006035364367896756,-0.08893033179940102,21.683356301657096,0.04604228493532456,0,0,0,0,0,0,1,0.6597222222222223,0.8888888888888888,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.6597222222222222
AON,0.011644714877632708,0.0033945318622752153,0.04399841025220286,0.010335117111625767,0.14147739778387092,0.038342470183774055,0.16110388367323103,0.06666594160650666,1.0966898869971304,0.04637537447048071,1.0,0.0,1.0083020891474264,0.43755225505203144,0.03586552937829546,0.003910040450312069,0.14167314990830437,24.056950996450933,0.02908485780594192,0,0,0,0,0,1,1,0.7986111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986111111111112
APA,0.02258012506465585,0.02139917997686601,0.057301332335286566,0.057190703161356056,0.15122598898668843,0.04048814197737867,0.2887842875920307,0.1306722605378191,1.528075345360205,0.2843035676911552,1.0,0.0,0.7346114785039337,0.1600887590663014,0.0,0.0,0.0,23.444638661184268,0.043685925006167345,1,1,1,1,0,1,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
APC,-0.01294271127612862,0.03785892035234614,-0.04916748997493322,0.12693944495648735,-0.00786903944071,0.504285669716642,0.1363589861554595,0.0795728324486848,1.377637881454339,0.4152762002260747,1.0,0.0,0.6787208504129567,0.06579545096685509,0.04110010898444405,-0.006488803060740622,-0.00421492270600643,24.6392291833104,0.5993573323744129,0,0,0,0,0,1,1,0.9930555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930555555555556
APD,0.033535834236563866,0.025549481707629492,0.07488666490673607,0.05041253049618083,0.20975307308532684,0.03218479456600215,0.19852436300725307,0.11506266837112034,1.4602196744117868,0.5908261033927065,1.0000394627564193,0.00017978023061180511,0.7011326014183403,0.059442983088972605,-0.11450536950039392,0.010193916079137555,0.0009407738455435855,23.544801671570568,0.21752391273331226,0,0,0,0,1,1,1,0.8040540540540541,0.7027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.8040540540540541
APOL,0.03945809513958072,0.04335474812877905,0.09812474144833372,0.10967575777238962,0.19467858205352853,0.08582058493854693,0.6131766948469031,0.16571267231299244,1.4444093588279365,0.14383864773266922,1.000022897081221,0.00012115996532029943,0.4973977810195485,0.1600887590663014,0.07352266442409472,-0.015179614653021867,-0.12803968609412775,21.691500293156498,0.04369326206005272,0,0,0,0,0,1,0,0.7946428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7946428571428572
ASH,0.008257807571544727,0.010458392579276197,0.01975741125371332,0.032077710054752816,0.041267217380531726,0.030803559423233186,0.20343066829707177,0.11555806649030385,2.137138770817254,0.23436082124559499,0.99966608798886,0.0009270804780799002,0.863066825787324,0.1291745096391597,-0.18703860779639636,-0.02608003055327701,-0.04977834482832266,22.917793261716056,0.06238873461160597,0,0,0,0,1,1,1,0.7205882352941176,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.7205882352941176
ATI,-0.0023076192003377385,0.027254178723618596,-0.01307199699896692,0.09070421647346771,0.0510790255603633,0.03777816595380101,0.4287150977279949,0.24082671504625427,2.7441089298012726,0.2981093419544688,1.000015199174798,6.479226335926014e-05,0.800777685363498,0.1600887590663014,-0.04705881689415703,0.006207777339679144,0.06031606512922827,22.473245178537123,0.04961547499536251,0,0,0,1,1,1,0,0.8541666666666666,0.05555555555555555,0.0,0.0,0.0,-1.0,0.0,0.0,0.8541666666666666
AVB,0.024261287107856876,0.018315950532390872,0.038523464043991415,0.028559076651562005,0.8067920191277982,0.09971733330187002,0.04727703984508486,0.01894438537317875,1.528075345360205,0.2843035676911552,1.0,0.0,0.7999488975952269,0.19292641268641494,0.05748948296552059,0.0251808993858893,0.1253487854132831,23.368779105481885,0.043685925006167345,0,0,0,1,0,0,1,0.8611111111111112,0.0,0.0,0.0,0.08333333333333333,-1.0,-1.0,-1.0,0.8611111111111112
AVP,-0.010614084803314168,0.05330877900831423,1.3165562692825663,7.671961245127011,0.05057014299569242,0.03239975243227619,0.6571774153985699,0.3286789858758184,1.3909162155403463,0.11360997315731505,1.0,0.0,1.5948562363888903,0.1586417600423923,0.022998111119188147,-0.022457855024543227,0.0,22.445383513866474,0.02552881399895165,0,0,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AVY,0.024064131030061324,0.04726029132973219,0.11194415261602483,0.20007072267366957,0.1363601579758035,0.04048814197737867,0.49723624368381536,0.14718071577684852,1.1726919819429975,0.11343802303439508,1.0,0.0,1.8332111820751753,0.1600887590663014,0.1467426883376215,0.0009539146484176531,0.0,22.303329977797517,0.027825933474313076,0,0,1,0,1,1,1,0.4078947368421053,0.7631578947368421,0.0,0.0,-1.0,0.0,0.0,0.0,0.4078947368421053
AXP,0.013891113374572363,0.005533499041318652,0.11204513244867662,0.04372217984502909,0.1655626142114699,0.04048814197737867,0.1895548911280761,0.1306722605378191,1.212616195549696,0.2843035676911552,1.000010216706845,0.0004817638269164849,2.929252030598411,0.711317894650579,0.0,0.0076668127661894125,0.04902167363850696,25.785743088775842,0.03166900319925231,1,0,0,0,0,1,1,0.5277777777777778,0.08333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5277777777777778
AYE,0.018538933108027227,0.011306219002890742,0.06514210300005875,0.03931474181543399,0.23724538147084068,0.021035681418685066,0.17762948754214372,0.10278753650224232,1.699633716439471,0.2640409351056688,1.0,0.0,0.7346114785039337,0.1600887590663014,0.3888755565500135,0.007930660971454895,0.46986710426329514,23.19451717591141,0.3003978172372064,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AZO,0.05780580299523877,0.029591484473380853,-0.3122540739010064,0.17508788506040826,0.17615921826157266,0.030910662351234762,0.5368455072437396,0.3457096034701711,0.8558473884239923,0.06660393818911274,1.0000256107977914,0.00010940725698396298,-2.781311084972881,0.17050899283219287,-0.13001376292675726,0.01575488963139038,0.020192725524055266,22.731741279363174,0.062035657383510315,0,0,0,0,0,1,1,0.7564102564102564,0.7435897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.7564102564102564
BA,0.02429984340786609,0.0134866426782308,1.5260603000715214,4.6300137507473975,0.08429787555073581,0.02009674752046689,0.40171211942483703,0.16445929614224955,1.2104811331747192,0.06842874939435412,1.0,0.0,0.581965984907766,0.1600887590663014,0.04412621497126068,0.017444271085760743,0.07758423287214966,25.217458464893756,0.03142769454634249,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BAC,0.002643724607998083,0.002997058486032764,0.022768685844137045,0.026256540134912753,0.1655626142114699,0.04048814197737867,0.021792794301154623,0.011865843446709105,1.212616195549696,0.2843035676911552,0.999964755109063,0.00016327412736630466,1.164614947617286,0.4118242907758081,0.029514488701984254,0.00018713262633518468,0.06242457880247709,28.425953251190148,0.05548630644136347,0,0,0,1,0,1,1,0.75,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.75
BAX,0.050267900193355836,0.04574381522187122,0.11991320299955989,0.08957423034823264,0.1464798430838905,0.02964490031778949,0.3224085745495372,0.17444582883175314,2.08727848816861,0.40104201762778574,1.000061626761591,0.0005948969791906535,0.7346114785039337,0.1600887590663014,-0.028978021230682938,-0.0025250488693306927,0.0,23.704319892075972,0.043685925006167345,0,0,1,1,1,1,0,0.6944444444444444,0.75,0.0,0.0,0.4166666666666667,-1.0,0.0,0.0,0.6944444444444444
BBBY,0.023352283036078017,0.023315646174602515,0.05795757562015205,0.0661641433845871,0.08777441738868266,0.02469916982419017,0.7496694910935443,0.5107400606251573,2.2727079713462413,0.48954800484332317,1.0,0.0,0.5573530612254018,0.02845175875275381,-0.0511505278997848,0.010622130630280502,0.0,22.584627134678588,0.0537704332309651,0,0,1,0,0,1,1,0.5625,0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,0.0,0.5625
BBT,0.014842006024083547,0.00923020518387932,0.053197028790356454,0.04035694159858661,0.1655626142114699,0.04048814197737867,0.14736124465748682,0.1306722605378191,1.212616195549696,0.2843035676911552,0.9999998980487551,6.031516986287198e-07,0.581965984907766,0.1600887590663014,0.0,0.009218168211876598,0.0,25.98978186846432,0.05548630644136347,1,0,1,1,0,1,1,0.24305555555555558,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.24305555555555558
BBY,0.01890436176151445,0.026221501509071134,0.058192605719333566,0.09770895921696186,0.01594671979143758,0.035870128967819034,1.6355062909845473,0.978726694871588,1.2941731519917379,0.1378567592587096,1.0000094818079854,4.605890576033717e-05,0.35966402112126716,0.10693317488507105,0.6171460583931141,-0.005088551346993486,-0.023924449017953875,23.48144108619963,0.02288740641389649,0,0,0,0,0,1,1,0.7021276595744681,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.7021276595744681
BCR,0.03650572399734201,0.03450877569564912,0.120116363734436,0.0894571967403992,0.1363601579758035,0.04048814197737867,0.30341645554047575,0.11782750126598106,2.9152993943725805,1.1784769326426472,1.0,0.0,0.9053784276797621,0.11190231518931268,0.03601716161779822,0.021750058755890533,0.02410615155691387,22.22231773815807,0.03592281408488571,0,0,0,0,1,1,1,0.696969696969697,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.696969696969697
BDX,0.028442072358754865,0.030078618220790946,0.07566382059746422,0.07375936446490641,0.15130873733552486,0.08224873847284994,0.16678796090235035,0.1262064968085673,2.5282703422012003,1.234939543835928,1.0000355467018915,0.00015601811087053555,0.6954293478880094,0.1600887590663014,-0.10406307477519272,0.050631567268298205,0.01098654555047407,23.835001653922674,0.07013278179411805,0,0,0,0,1,1,0,0.7430555555555556,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.7430555555555556
BEN,0.06259353078954158,0.04177596925920987,0.09194666731646282,0.06229463661310145,0.36037091029986096,0.01961295279212163,0.25293850236195653,0.1445144625364035,6.035075510597279,0.5685662106394465,1.0,0.0,0.11044272627711688,0.020571548366971112,-0.010998787066007432,0.010975985723896242,-0.01820088162269018,23.442284706231597,0.01307633380541123,0,0,0,0,0,1,1,0.9930555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930555555555556
BHI,0.004901802197682454,0.023842636426142132,0.008171123705533892,0.03843578085957652,0.002199491337350454,0.023892031776117508,0.22269392736335217,0.17421262181321576,2.7655294882834016,0.6401412992049343,1.0,0.0,0.2437619314825511,0.04746330501370724,0.02426016340599313,0.042609044497396775,0.009668375015891462,24.098347181392832,0.06401397821527602,0,0,0,1,1,1,1,0.8125,0.75,0.0,0.0,0.0,-1.0,0.0,0.0,0.8125
BIG,0.03569201263256655,0.03184046474759102,0.07829112144407904,0.06367828689459142,0.052495036412336264,0.006716011552578185,3.208936750419289,0.03075676689616327,1.7133116658638772,0.1416436754415417,1.0,0.0,0.4973977810195485,0.1600887590663014,0.0067510916023820755,0.007025045044126266,-0.06968781779571731,21.279351974416723,0.022200538738412788,0,0,0,0,0,1,0,0.7569444444444444,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.7569444444444444
BIIB,0.06872857316809927,0.02841042687908506,0.1105655240437557,0.05182745499289509,0.4598033573134249,0.105319760257762,0.24479286214385304,0.0986422046112175,2.5459574426130214,0.5613174442043077,1.0,0.0,0.3227170102116311,0.2324608185175459,0.06142581877280873,0.03171821828873145,0.07599460128286206,23.45181899848566,0.06362203509300318,0,0,0,0,1,1,1,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972972972972973
BK,0.004366792615940203,0.0024641183525087617,0.040034257363200154,0.021526343422972126,0.1655626142114699,0.04048814197737867,0.021803662516394994,0.010804734728977,1.212616195549696,0.2843035676911552,1.0,0.0,0.5865797020366066,0.0751261404587963,0.05840352940834115,0.013927314692531612,0.054714170318502564,26.56372161625744,0.05152592020437014,0,0,0,0,0,1,1,0.6621621621621622,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.6621621621621622
